IGDTotal,PON,POF,IDENT,IMMERS,Compensation
0,0.0961556606317199,0,0.01281702102075901,0.15438037848522213,0.10595223603643267
0.0961556606317199,0,0.5304343908493676,0.0625913559282482,0.13587771388340217,0.13051833692797196
0,0.5304343908493676,0,0.061180965939400096,0.1230738088489042,0.050441157913702475
0.01281702102075901,0.0625913559282482,0.061180965939400096,0,0.26901842549666266,0.05909970179478621
0.15438037848522213,0.13587771388340217,0.1230738088489042,0.26901842549666266,0,0.2574461648325808
0.10595223603643267,0.13051833692797196,0.050441157913702475,0.05909970179478621,0.2574461648325808,0
