Age,IGDTotal,PON,POF,IDENT,IMMERS,Compensation
0,-0.09267588956714032,0,0.034601690924979944,0,-0.017511733658182867,0
-0.09267588956714032,0,0.09533515397362903,0,0.010429117786663684,0.15017056311406482,0.10268416822074161
0,0.09533515397362903,0,0.523774770309454,0.06206664369024073,0.13552385498486585,0.12918912112951228
0.034601690924979944,0,0.523774770309454,0,0.059855311145842985,0.12361752996591874,0.05047549993699143
0,0.010429117786663684,0.06206664369024073,0.059855311145842985,0,0.265336186181441,0.057471139402122264
-0.017511733658182867,0.15017056311406482,0.13552385498486585,0.12361752996591874,0.265336186181441,0,0.2544093390663252
0,0.10268416822074161,0.12918912112951228,0.05047549993699143,0.057471139402122264,0.2544093390663252,0
